,fall2016-blackironhack-saul97,fall2016-blackironhack-kathy789,fall2016-blackironhack-thesoupgirl,fall2016-blackironhack-pptx,fall2016-blackironhack-analyst1001,fall2016-blackironhack-chriscoraggio,fall2016-blackironhack-nathanamorin,fall2016-blackironhack-cg505,fall2016-blackironhack-rkp7,fall2016-blackironhack-lennax,fall2016-blackironhack-emmyzhang,fall2016-blackironhack-danzheng,fall2016-blackironhack-drewatk,fall2016-blackironhack-sauravn
fall2016-blackironhack-saul97,0.2645985401459854,0.19782214156079855,0.0,0.0,0.29464285714285715,0.10420475319926874,0.0,0.0,0.0,0.12869147659063626,0.0,0.27675675675675676,0.0,0.00341619968157258
fall2016-blackironhack-kathy789,0.22780569514237856,0.19250425894378195,0.0,0.0,0.26865671641791045,0.09710391822827939,0.0,0.0,0.0,0.13720316622691292,0.0,0.28175026680896476,0.0,0.003666929933431118
fall2016-blackironhack-thesoupgirl,0.5511111111111111,0.4697674418604651,0.0,0.0,0.7318181818181818,0.28078817733990147,0.0,0.0,0.0,0.04836381135707411,0.0,0.10696653867251783,0.0,0.0012661957087248407
fall2016-blackironhack-pptx,0.5511111111111111,0.4697674418604651,0.0,0.0,0.7318181818181818,0.28078817733990147,0.0,0.0,0.0,0.04836381135707411,0.0,0.10696653867251783,0.0,0.0012661957087248407
fall2016-blackironhack-analyst1001,0.5145228215767634,0.43722943722943725,0.0,0.0,0.6822033898305084,0.2602739726027397,0.0,0.0,0.0,0.05145467660495311,0.0,0.11391018619934283,0.0,0.0013602116163325686
fall2016-blackironhack-chriscoraggio,0.12878787878787878,0.10591603053435114,0.0,0.0,0.1558073654390935,0.05449330783938815,0.0,0.0,0.0,0.2422360248447205,0.0,0.5283119658119658,0.0,0.006531441179420319
fall2016-blackironhack-nathanamorin,0.03349616189811584,0.026058631921824105,0.0,0.0,0.03948896631823461,0.01326506865254829,0.0,0.0,0.0,0.7197802197802198,0.0,0.4174397031539889,0.0,0.0269092869321031
fall2016-blackironhack-cg505,0.5986842105263158,0.75,0.0,0.0,0.4627659574468085,0.5247524752475248,0.0,0.0,0.0,0.02285851780558229,0.0,0.05054945054945055,0.0,0.0006017563764236867
fall2016-blackironhack-rkp7,0.5511111111111111,0.4697674418604651,0.0,0.0,0.7318181818181818,0.28078817733990147,0.0,0.0,0.0,0.04836381135707411,0.0,0.10696653867251783,0.0,0.0012661957087248407
fall2016-blackironhack-lennax,0.15134529147982062,0.1282633371169126,0.0,0.0,0.1898876404494382,0.06469920544835414,0.0,0.0,0.0,0.2077236747421444,0.0,0.44017094017094016,0.0,0.00547828430665856
fall2016-blackironhack-emmyzhang,0.1283720930232558,0.102803738317757,0.0,0.0,0.15813953488372093,0.053420805998125584,0.0,0.0,0.0,0.25023946360153254,0.0,0.5395299145299145,0.0,0.006688313316450618
fall2016-blackironhack-danzheng,0.008677563150074294,0.006656365149173897,0.0,0.0,0.010279263220439691,0.003387815750371471,0.0,0.0,0.0,0.2446013289036545,0.0,0.10787518573551264,0.0,0.10188691034051858
fall2016-blackironhack-drewatk,0.4732824427480916,0.4007936507936508,0.0,0.0,0.6264591439688716,0.2375,0.0,0.0,0.0,0.057012268462833776,0.0,0.12664473684210525,0.0,0.0014981226454714698
fall2016-blackironhack-sauravn,0.01451436524505418,0.011133200795228629,0.0,0.0,0.01729106628242075,0.0056665672532060845,0.0,0.0,0.0,0.3946619566283976,0.0,0.17575997623527082,0.0,0.06303985357353291
